match_id,home_ballpossession,away_ballpossession,home_expectedgoals,away_expectedgoals,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_totaltackle,away_totaltackle,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancemissed,away_bigchancemissed,home_accuratethroughball,away_accuratethroughball,home_fouledfinalthird,away_fouledfinalthird,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_ballrecovery,away_ballrecovery,home_totalclearance,away_totalclearance,home_goalsprevented,away_goalsprevented,home_goalkicks,away_goalkicks,home_bigchancescored,away_bigchancescored,home_redcards,away_redcards,home_touchesinoppbox,away_touchesinoppbox,home_finalthirdphasestatistic,away_finalthirdphasestatistic,home_divesaves,away_divesaves,home_highclaims,away_highclaims,home_punches,away_punches,home_errorsleadtoshot,away_errorsleadtoshot,home_errorsleadtogoal,away_errorsleadtogoal,home_penaltysaves,away_penaltysaves
11631145,30,70,0.45,1.99,0,3,5,16,7,3,3,4,13,16,262,597,20,10,14,12,1,2,3,8,0,2,2,5,0,3,2,12,3,4,0,3,0,1,0,4,2,2,174,513,20,29,28,105,24,33,2,7,55,45,7,14,37,25,11,15,4,3,14,8,8,17,59,69,20,10,0.5828,0.6357,13,1,,,,,,,,,,,,,,,,,,,,
11631146,39,61,2.02,1.51,3,3,14,16,3,3,1,5,16,15,268,405,20,7,15,14,2,1,7,6,1,0,6,6,1,4,10,9,4,7,2,3,,,1,3,0,1,179,327,18,17,41,68,25,20,1,8,55,45,3,12,46,34,13,14,10,14,13,7,10,7,54,64,29,6,-0.6093,-1.267,16,7,1,0,,,,,,,,,,,,,,,,,,
11631147,58,42,2.44,0.19,3,0,16,7,0,5,14,2,22,9,504,375,20,10,8,19,4,1,8,0,0,0,4,6,4,1,11,3,5,4,2,0,,,2,2,2,2,422,291,15,25,56,38,21,32,6,1,46,54,4,14,37,33,6,18,9,4,13,5,13,9,49,41,8,32,0,-1.3976,7,8,1,0,,,,,,,,,,,,,,,,,,
11451141,50,50,1.74,1.4,2,3,19,7,1,5,9,3,10,17,374,393,14,10,16,9,3,3,6,6,1,1,12,1,1,0,11,5,8,2,1,0,1,1,1,2,3,0,270,303,27,16,54,59,17,31,5,1,59,41,7,6,39,22,16,16,10,4,11,5,5,10,61,61,9,25,-2.1133,0.2365,5,13,1,3,,,,,,,,,,,,,,,,,,
11451134,45,55,1.81,0.97,4,1,13,20,3,3,1,6,12,17,343,413,19,23,15,11,3,2,4,3,0,0,8,6,1,11,8,8,5,12,3,1,1,1,3,1,2,0,247,297,22,21,45,70,44,24,5,10,47,53,12,12,41,40,12,19,8,8,11,14,4,8,77,81,22,9,0.9794,1.0634,9,9,1,0,,,17,22,66,86,2,0,1,0,1,0,0,1,,,,
11451137,50,50,0.54,0.85,0,2,12,12,3,2,2,4,13,12,496,492,11,9,12,12,4,2,2,4,0,2,6,5,4,3,5,7,7,5,0,2,,,4,3,1,0,438,427,16,9,38,62,22,28,1,3,55,45,5,5,36,28,10,10,13,7,6,6,12,4,51,50,13,11,-0.533,0.3121,6,10,,,1,0,,,,,,,,,,,,,,,,
11451142,59,41,0.82,1.16,2,2,10,8,3,1,8,4,9,14,537,395,17,12,14,6,3,2,2,4,0,0,6,3,2,1,8,4,2,4,2,1,,,2,1,1,2,443,309,27,28,61,48,24,30,9,3,58,42,8,10,35,22,11,11,4,4,12,10,5,8,65,57,12,26,0.7238,-0.6874,9,12,0,1,,,,,,,,,,,,,,,,,,
11451138,55,45,1.07,0.27,,,20,7,1,6,9,3,15,11,446,378,10,10,11,15,2,3,7,2,0,0,7,2,6,3,10,4,10,3,,,,,4,0,1,2,379,307,24,14,69,33,25,36,7,3,47,53,5,7,25,32,14,12,4,7,6,6,4,8,52,47,5,25,-0.4713,0.6754,5,11,,,,,,,,,,,,,,,,,,,,
11451139,36,64,0.83,2.62,1,5,16,15,1,7,4,7,11,13,263,477,20,12,11,11,2,0,7,4,0,0,6,5,3,6,9,14,7,1,1,2,0,3,0,2,4,4,190,403,23,20,42,71,23,33,4,7,47,53,7,9,38,31,8,21,8,8,12,10,13,15,50,54,13,15,-0.8191,1.2808,10,8,0,3,,,,,,,,,,,,,,,,,,
11451136,65,35,1.79,0.18,4,0,18,6,1,5,7,2,17,17,520,274,22,24,16,17,2,4,8,1,0,0,7,3,3,2,11,4,7,2,2,0,1,0,4,2,1,2,443,205,14,16,75,40,40,24,7,2,55,45,12,15,58,47,15,12,19,6,14,15,10,3,68,61,7,29,0.1563,0.2196,6,11,2,0,,,,,,,,,,,,,,,,,,
11451143,34,66,1.41,1.75,2,2,11,11,3,3,3,7,19,10,271,519,13,16,10,17,6,2,6,6,0,0,4,5,1,0,4,5,7,6,0,1,0,1,1,2,1,5,207,459,14,9,42,50,24,24,1,4,39,61,0,9,29,48,7,9,6,17,8,14,7,7,50,58,17,6,-0.8435,-0.732,12,4,2,1,,,,,,,,,,,,,,,,,,
11451135,51,49,0.85,1.48,1,4,15,14,1,2,4,2,15,14,409,398,18,16,12,14,2,3,2,2,0,0,5,8,8,4,10,9,5,5,1,3,1,2,2,3,,,324,326,23,17,39,54,15,32,7,7,49,51,12,7,40,41,9,11,10,11,8,10,7,4,50,60,15,28,0.0088999999999999,0.2813,11,10,0,1,0,1,,,,,,,,,,,,,,,,
11451140,53,47,1.49,0.45,2,1,15,8,1,2,7,2,17,11,379,342,23,11,10,17,3,5,4,3,1,0,6,5,5,0,9,4,6,4,1,0,0,2,5,5,4,2,275,234,26,34,62,46,26,17,6,1,52,48,5,11,38,34,26,25,7,6,18,7,7,7,64,63,20,29,-0.0046,-0.1686,7,10,1,1,,,,,,,,,,,,,,,,,,
11451133,53,47,2.45,1.33,4,1,10,17,6,2,3,7,11,9,449,390,21,13,9,11,0,1,4,6,0,0,3,7,3,4,9,13,1,4,2,1,1,0,1,4,4,0,371,312,14,15,45,63,17,25,5,5,49,51,1,18,38,36,15,20,8,12,14,7,6,13,58,52,27,7,2.2064,-0.0045999999999999,14,8,2,0,,,,,,,,,,,,,,,,,,
11451124,40,60,,,1,3,7,11,0,3,2,4,12,14,326,493,19,11,13,12,2,1,4,2,0,0,0,5,3,4,4,5,3,6,0,1,,,1,3,1,2,245,417,25,22,57,63,20,32,3,3,55,45,5,11,42,34,12,10,10,11,12,7,5,5,46,62,19,16,,,11,5,1,2,,,13,11,43,81,0,1,1,0,,,,,,,,
11451128,40,60,2.54,1.19,2,1,18,15,5,5,6,6,8,6,376,559,27,12,6,8,0,3,8,5,0,0,8,4,2,6,10,12,8,3,0,1,,,,,6,2,321,492,21,10,40,49,33,30,3,4,56,44,6,16,44,28,4,10,11,8,10,7,9,13,62,57,14,12,1.2547,-0.171,5,10,2,0,,,,,,,,,,,,,,,,,,
11451130,59,41,1.06,1.21,1,1,12,9,2,1,2,6,19,16,485,331,24,11,15,17,1,3,5,4,0,1,5,3,2,2,8,3,4,6,0,1,1,0,2,4,1,1,392,253,21,27,47,41,20,20,4,4,55,45,5,7,43,39,17,11,6,11,9,8,8,9,56,62,17,13,-1.1013,-1.8758,12,5,1,0,,,,,,,,,,,,,,,,,,
11451125,60,40,2.12,1.59,8,3,17,15,3,7,7,5,12,12,467,310,10,19,12,10,3,4,10,6,1,0,3,5,4,4,14,6,3,9,6,2,1,0,3,5,1,1,397,221,21,24,60,27,31,16,10,5,56,44,9,7,33,34,20,8,12,5,4,13,6,11,58,56,18,16,-0.9631,-0.0163,5,5,2,1,,,,,,,,,,,,,,,,,,
11451132,42,58,0.16,3.14,0,5,7,20,6,0,0,7,15,9,416,573,13,16,9,14,4,0,0,8,0,0,5,7,2,5,1,15,6,5,0,3,,,3,1,0,3,332,499,12,15,49,51,25,18,3,10,40,60,10,7,29,45,7,8,8,14,10,9,13,13,62,65,16,11,0.552,0,8,8,0,2,,,,,,,,,,,,,,,,,,
11451129,54,46,1.55,2.02,5,4,14,18,2,3,5,7,9,11,498,414,18,16,10,9,,,6,5,0,0,3,10,5,3,10,12,4,6,3,1,1,0,0,1,2,1,411,324,20,21,47,56,22,21,4,10,47,53,4,9,39,34,15,27,12,9,11,9,15,15,52,59,22,17,-0.8811,-0.0233,12,7,2,3,,,,,,,,,,,,,,,,,,
11451127,29,71,1.48,0.42,3,0,8,8,1,2,2,7,15,11,196,478,26,12,11,15,4,1,5,1,1,0,3,3,0,4,4,4,4,4,1,0,2,0,2,1,1,3,112,396,19,37,36,59,14,19,1,3,54,46,5,14,41,34,12,12,4,7,16,7,9,9,50,45,36,12,0.0895,-0.14,9,4,2,0,,,,,,,,,,,,,,,,,,
11451131,45,55,0.17,2.33,0,4,5,18,4,2,3,3,15,9,412,511,11,22,8,13,3,2,2,4,0,1,3,11,0,3,3,17,2,1,0,4,,,0,3,3,2,334,422,25,20,55,55,35,36,3,10,40,60,17,5,27,42,11,15,8,7,6,14,5,3,57,67,15,23,0.8517,0.359,10,10,,,,,,,,,,,,,,,,,,,,
11451126,51,49,1.25,1.53,2,3,14,15,2,8,5,3,7,12,405,399,15,22,12,6,3,2,9,5,1,0,4,8,1,2,7,7,7,8,2,1,1,1,2,1,,,338,339,38,18,50,50,43,24,6,3,47,53,8,6,35,41,10,10,8,13,9,18,7,11,42,58,16,24,-1.5395,1.0828,9,5,0,2,1,0,,,,,,,,,,,,,,,,
11451117,37,63,1.43,1.12,4,1,15,6,,,8,4,10,14,258,478,21,10,12,10,1,5,3,0,0,0,7,4,5,2,9,4,6,2,3,1,1,0,6,2,4,2,187,395,13,28,50,45,22,22,4,3,60,40,4,9,43,27,19,14,10,7,13,6,12,3,55,46,16,18,0,-0.8809,4,11,1,0,,,,,,,,,,,,,,,,,,
11451122,46,54,1.85,2.09,2,4,9,12,3,3,5,4,13,11,442,520,11,15,11,13,0,1,4,4,0,1,3,6,2,2,3,9,6,3,1,3,0,2,2,5,3,3,359,436,20,22,52,67,29,26,4,5,43,57,10,9,31,38,3,7,9,10,5,11,8,9,60,68,18,12,0.9247,0.3897,8,5,1,1,,,,,,,,,,,,,,,,,,
11451114,42,58,0.68,0.84,2,1,7,8,0,1,1,4,22,11,348,490,14,18,11,22,2,1,3,1,1,0,3,4,1,3,4,7,3,1,1,1,,,3,4,,,268,416,18,28,40,54,19,21,2,4,48,52,8,11,35,45,14,9,10,6,10,8,14,8,69,55,18,16,0,-0.8683,7,4,1,0,,,,,,,,,,,,,,,,,,
11451121,41,59,0.36,2.14,0,3,7,16,2,0,2,4,17,15,355,498,19,20,15,16,3,2,1,4,1,1,3,9,3,3,4,7,3,9,0,2,,,2,3,3,1,258,411,28,19,36,51,25,39,3,3,47,53,11,9,40,48,20,19,7,12,9,15,10,10,59,68,13,11,-0.0262,-0.788,16,5,0,1,,,,,,,,,,,,,,,,,,
11451119,63,37,2.46,0.85,6,3,21,7,0,5,7,2,13,9,560,341,10,10,9,13,1,0,8,1,0,0,10,5,3,1,13,6,8,1,4,2,2,0,2,2,0,6,483,255,18,16,75,35,32,17,12,4,54,46,5,9,32,29,11,7,13,6,7,6,11,15,62,59,6,21,-0.4691,-0.3161,5,13,2,1,,,,,,,,,,,,,,,,,,
11451115,55,45,1.13,0.33,2,1,15,6,,,4,2,15,9,457,374,17,16,8,15,1,1,1,1,0,0,6,2,8,3,6,3,9,3,1,0,,,1,0,0,2,378,275,36,24,75,62,22,31,2,3,47,53,9,13,31,35,14,15,7,4,12,11,13,10,57,69,12,21,-0.713,-0.0955,3,10,1,1,,,,,,,,,,,,,,,,,,
11451118,43,57,0.1,1.42,0,2,2,15,6,1,4,5,15,14,354,482,21,15,14,14,2,6,1,7,0,0,0,5,1,3,1,9,1,6,0,1,,,2,4,3,0,263,392,20,21,55,55,25,34,2,5,50,50,7,13,44,37,8,15,9,8,10,11,7,15,62,58,19,17,0.7523,0.2193,8,4,0,1,,,,,,,,,,,,,,,,,,
11451120,45,55,1.48,1.45,2,2,14,18,4,4,6,11,20,6,318,376,18,9,5,17,4,3,6,5,0,0,3,8,5,5,6,7,8,11,1,1,0,1,4,5,5,1,242,298,16,26,40,46,23,33,1,4,41,59,4,12,28,35,6,14,5,10,12,4,11,11,59,55,18,6,1.0037,0.656,13,5,1,1,0,3,,,,,,,,,,,,,,,,
11451123,54,46,0.67,0.45,1,2,10,6,1,0,9,1,21,13,361,329,20,18,12,20,6,2,3,3,1,0,2,1,5,2,8,3,2,3,1,0,,,4,5,2,2,294,256,18,13,51,52,21,22,6,2,47,53,14,11,43,49,18,20,11,11,12,13,8,10,59,53,10,22,-0.9556,-2.271,1,6,0,2,,,,,,,,,,,,,,,,,,
11451108,69,31,1.48,0.23,1,0,19,4,1,1,9,2,13,12,578,271,12,18,9,12,2,3,2,3,0,0,9,0,8,1,8,2,11,2,,,,,5,1,0,1,496,190,26,21,94,40,23,14,12,1,50,50,5,9,32,35,19,17,11,6,10,11,8,9,55,59,12,31,-0.8849,0.0278,3,12,1,0,,,,,,,,,,,,,,,,,,
11451105,47,53,1.04,0.17,1,0,12,4,1,4,6,7,9,20,371,418,7,17,20,9,3,3,4,1,1,1,5,3,3,0,6,3,6,1,1,0,0,1,3,1,3,1,308,354,17,14,46,56,25,26,5,2,53,47,12,4,32,29,11,9,6,3,3,9,5,10,42,48,15,10,0.1598,0.3997,13,10,,,,,,,,,,,,,,,,,,,,
11451106,37,63,0.93,0.98,2,3,11,9,3,1,4,2,19,8,332,565,20,10,7,19,2,1,3,4,0,0,6,4,2,1,8,6,3,3,1,2,2,0,2,0,1,0,270,492,17,24,45,44,34,20,3,4,48,52,8,10,33,36,9,10,7,7,10,4,11,7,54,52,8,7,0.13,-0.2452,12,6,1,1,1,0,,,,,,,,,,,,,,,,
11451112,47,53,0.44,1.3,1,0,4,18,2,2,4,8,8,17,439,486,24,17,16,7,2,3,3,4,0,1,0,9,1,5,2,10,2,8,,,,,3,1,2,0,356,414,19,14,56,53,25,20,3,11,56,44,6,14,46,30,11,15,6,6,16,9,9,19,66,74,26,13,-1.4983,-0.5295,8,2,1,0,,,,,,,,,,,,,,,,,,
11451109,68,32,3.67,0.74,8,1,35,6,0,12,12,3,11,9,546,261,17,15,8,11,0,3,13,1,1,0,15,4,7,1,25,3,10,3,8,0,4,2,4,2,1,1,464,171,25,18,71,34,21,22,13,1,49,51,10,10,39,40,15,16,14,14,11,12,12,7,68,59,12,32,-0.0277,1.545,6,22,0,1,,,,,,,,,,,,,,,,,,
11451111,73,27,1.23,0.23,4,0,15,4,0,3,8,0,9,14,651,251,7,22,13,9,3,3,5,2,1,0,8,2,2,0,9,1,6,3,2,0,,,2,0,2,4,575,159,25,13,91,33,39,14,9,1,46,54,11,3,28,33,11,12,8,2,4,12,11,12,65,63,2,38,-2.4734,-0.1843,0,10,2,0,,,,,,,,,,,,,,,,,,
11629901,66,34,4.37,0.24,8,0,23,5,1,6,8,2,10,15,621,319,23,22,15,9,1,3,11,1,1,0,8,3,4,1,18,3,5,2,4,0,2,0,2,0,1,1,546,254,25,4,69,26,26,21,4,2,56,44,12,15,51,38,8,9,13,7,14,16,12,24,59,60,4,28,0.0331,0.1361,3,12,4,0,,,64,10,176,31,,,,,0,1,0,1,,,,
